path	sha256	size_bytes	file_kind	review_method	security_domains	review_status	finding_ids	notes	reviewed_at
internal/app/errors.go	b879fde70fead00a6255c7e89d99beb9c6300241c39fd2c2ade5f29b6ebd6075	4899	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/app/errors_test.go	ec580cdb525222b80d67b81b835e20939bfc386c6011f9e6fc5ce0cba2c48f6d	8735	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/app/providerrors.go	2ffffc8fdba9fa7d2b46041e32a20ef61497792b74b2f45e7fa7f4427f366f6b	6894	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/app/providerrors_test.go	1a88b13b99dca85ec306e2c69e68740ee2b78c9fdb52607c4b2d41573fefe986	6812	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/atomicwrite/atomicwrite.go	1a18b51d613bc13f8475ff228181219c6e4611fa0922f7a507542c243d4dfc7d	5449	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/atomicwrite/atomicwrite_test.go	7debf0069095e0fc8d68805ac023873da0764f9d1b1ae15652a3751366490b3a	9128	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/cli/capabilities.go	7c549d0b84ffe2177cb8816b66983b3ed5abdc349e73bd1fc924538228b02ce0	10816	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/capabilities_test.go	f6eace02de8c38288bea7d3cebb7d0ed7b15bc3470003c3b006a050df6c048e4	3655	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/cli/cli_fuzz_test.go	3914ae84b8e9e94f320dc3f0436b3a18db0d66d2da1742b7d3dcb3bdabae3eb9	2003	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/cli/cli_test.go	3472a39083c50f69e97a943ffaf54aa21b0423b0cfbd67e1b55c81a17dc0b688	59710	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed	SEC-003	Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/cli/completion.go	5a6872f02d75715eabc5078b0c125ca2ac5a5c19fd286f8a65f61c3d708b342a	3873	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/completion_test.go	d7472953fe7bfc2d361cc4a87533f4af313dd795a5a21e16dbbe03d3ce4fe80a	1430	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/cli/doctor.go	17d6f9376b50fa25a3cadf2c15cb492637872f74a8677c37e414a08744e6ed7d	4251	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/e2e_test.go	02b1ce2551e6c9934061eff81c9a08579bcf27f5bd0e23215a336973fe1f221d	37228	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/cli/firewall_advanced.go	71ea2005081dac3990e95ef43b3417351cf4a8d51c837a7ed854868a65c8f440	7429	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/golden_test.go	80f76c34ca3cfdabf66e1e04b870f37f6d80dd97dea802df83a6b6c5f5ae50a8	13959	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/cli/init.go	9d75a612d2ea8be9caa576c191d25dac187264c510829d60d6ca56d879d080c9	2941	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/maintenance.go	139f685137f35233ceab2976bccc319f1f1a4c6d8d53c8cb2c45edb64b54daeb	5253	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/node_detail.go	3e430631ddebc5d9f51d176a7a0f8150be09679c95612d4d13c357377994245c	9236	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/operations.go	f0dd30561a1bcb020b0d39d119bf02ed85d801d9d88eca00d5db5072795a3e7d	60692	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/operations_test.go	d7138f20bf1ecc2018a5ba487b0946d32600f0ed388abfc04037b115bf178783	8161	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/cli/phase1_handlers.go	874220ed5611fe9a9c51d0fff2145a8689902e2dfb3e4dfb0d8650422c7e46ff	2524	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/phase13_handlers.go	8d3697ea6e7fe57d6c816f7420106f3ea2b4fc6f49054930773085d1d23f62cb	8258	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/phase2_handlers.go	708c011471033fb94de0ded10f4eee1d3aa5f3dc2c6c0e7ca2ddc661e2b7ed00	8860	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/phase3_handlers.go	b68ff055db90247feb49def80af50ec8a86af52db8fc45fee5ddd3538cf6fa80	24399	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/phase4_handlers.go	f9f7700448c23aecddf301627dbfd21c421146e331c9c3afd67d1bc5934cefa2	30044	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/phase5_handlers.go	8e013d8ee87479b97f2f5099cb05b215461c0ec1efd00b580a770ec4c5fcda41	46159	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/phase6_handlers.go	6fda5c130e8217e60068e6f3dbd04903756d2c1e5f52423d9408a7341aac1149	32465	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/phase7_handlers.go	53242542cb6c1a08e54812153ff2590fa42ecd176d3e2977828343d3bd649995	12741	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/profile.go	be4e560595a03a79f517e482b74c841f82e6b677b2b57bbf5b4aeeac7478465e	14346	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/provider.go	ce4150cbe63bbb9e5f659dbbd867c51dfd001f00e2c8afdf190b85909cce60d8	5748	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/resource.go	e9844f030a346569bbc81b3001a097a1a221d595311d8e3c92d804c3600209bf	31199	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/root.go	8ee498dd047d783f6b306a31e11231f32ef08bbf78099ce542351fe61c94dec5	20601	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed	SEC-003	Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified. Covered by SEC-001/SEC-003 remediation and regression tests.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/backup_content.json	6c127f23185af053bdcd37dde52f6d69ad0874a84994fe00eb00e929e3023b48	152	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/backup_list.json	eae7433e95f9ac0f08c30e1d5612c7c2017e7cd59fe5009162f51fbe95e66b2f	197	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/cluster_log.json	74fe86cbc3b714980b2ae0f2e2c7588dcc1fe28d5859683eb65b91d24c18646e	121	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/cluster_status.json	36b38ea8722a6c27dff2455f0de9314b6de99bdf748f2bc7f9d1e0f3a1340833	55	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/container_config.json	1200bc62e6404e3b5d70d222a32cb63ebdbc4fc5b360bf9876f37f464ead9346	88	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/container_list.json	c2ce1012d161e27bb2e6677f22ff6cf167b25b9efa5def5a9e3878c1cf5ab966	165	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/container_show.json	a53cd7e4befd71dcf6d483a9b8bd9fc6d651ae658490dc7dfa1031e7ba2fad16	143	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/container_snapshot_config.json	3a8b215733f1c159545862ca3ac30cb3317749ef2f2967fc0aaa24d23482dcc8	37	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/container_snapshots.json	5a1cfcd20ab2a4f7b267bcd2082300c64999598555d89a46ec8f7700a93b0f45	128	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/containers_all.json	fb70ae9ec8fe4ef25bfc6708bcc0ab455300211c18333e877652189603909654	753	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/event_list.json	0990d803588ce2f0e3a45ba9b52504b495beafe5210b95c3e9e0978bb6272972	259	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_aliases.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_ipset.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_ipsets.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_list.json	598fc1e4d6c82d403bcef261d846948dfeedb453bb2c74e64cae81ee79fd2660	145	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_node_rules.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_options.json	ae9177c0a60a288da9d04bb36a374410bc19ed710bfacd0853b534c1e1c72500	38	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_security_groups.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_vm_rules.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/ha_current.json	66c505b11ae990df3bd0d0891374965e9b46aa9c0ca78be50674e57ef7cbfb9b	97	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
